"nu_Licitacao","cd_UGestora","tp_Licitacao","dt_Homologacao","tp_Objeto","vl_Licitacao","de_Obs"
"260162014",603123,11,"2014-10-02 00:00:00",2,37500,"CONTRATACAO DE EMPRESA ESPECIALIZADA NA REALIZACAO DE CURSO DE FORMACAO INICIAL E CONTINUADA PARA OS ALFABETIZADORES DO "
"260162015",603123,11,"2015-09-01 00:00:00",2,96674,"SISTEMA DE REGISTRO DE PRECO PARA AQUISICAO DE FARDAMENTO ESCOLAR, DE FORMA PARCELADA, PARA SUPRIR AS NECESSIDADES DA SE"
"260172014",603123,11,"2014-12-08 00:00:00",2,20843.2,"SISTEMA DE REGISTRO DE PRECOS PARA A AQUISICAO DE MATERIAL DE EXPEDIENTE, PARA ATENDER AS NECESSIDADES DO PROGRAMA BRASI"
"260172015",603123,11,"2015-10-07 00:00:00",2,40057.16,"SISTEMA DE REGISTRO DE PRECO PARA A AQUISICAO DE GENEROS ALIMENTICIOS PARA ATENDER AS NECESSIDADES DO PROGRAMA PROJOVEM "
"260182014",603123,11,"2014-12-08 00:00:00",2,38674,"SISTEMA DE REGISTRO DE PRECOS PARA A AQUISICAO DE GENEROS ALIMENTICIOS, PARA ATENDER AS NECESSIDADES DA SECRETARIA MUNIC"
"260182015",603123,11,"2015-10-16 00:00:00",2,180464.6,"REGISTRO DE PRECOS EM ATA PARA EVENTUAL AQUISICAO DE FRALDAS E PRODUTOS DE HIGIENE PESSOAL"
"260192014",603123,11,"2015-03-09 00:00:00",2,1226022,"SISTEMA DE REGISTRO DE PRECOS PARA A AQUISICAO DE PECAS AUTOMOTIVAS, PARA A MANUTENCAO DA FROTA DA SECRETARIA MUNICIPAL "
"260192015",603123,11,"2015-11-17 00:00:00",2,137575,"AQUISICAO DE LIVROS DIDATICOS, (PARA OS ALUNOS DAS CRECHES E PRE-ESCOLA) E PARADIDATICOS, PARA OS ALUNOS DO ENSINO FUNDA"
"260202015",603123,11,"2015-12-29 00:00:00",2,16383,"AQUISICAO DE BRINQUEDOS DIDATICOS E PEDAGOGICOS, CONFORME TERMO DE COMPROMISSO PAR 320140610, PARA ATENDER AS NECESSIDAD"
"260212015",603123,11,"2015-12-29 00:00:00",2,16489,"AQUISICAO DE BRINQUEDOS DIDATICOS E PEDAGOGICOS,CONFORME TERMO DE COMPROMISSO PAR 320140611, PARA ATENDER AS NECESSIDADE"
"260222015",603123,11,"2015-11-17 00:00:00",2,59400,"CONTRATACAO DE SERVICOS DE ASSESSORIA TECNICA DE ENGENHARIA  NA FISCALIZACAO DE OBRAS COM EMISSAO DE LAUDOS, PARECERES E"
"260232015",603123,11,"2015-11-17 00:00:00",2,44394,"AQUISICAO DE APARELHOS DE AR CONDICIONADOS DE 60.000 BTUS,"
"260292015",603123,11,"2015-12-24 00:00:00",2,388000,"AQUISICAO DE CONJUNTOS DE CARTEIRAS ESCOLARES, DE FORMA PARCELADA, PARA SUPRIR AS NECESSIDADES DA SECRETARIA MUNICIPAL D"
"263582014",201121,11,"2014-06-06 00:00:00",2,360000,"COMPRA DE MEDICAMENTOS DA ATENCAO BASICA (BALCAO) PELO SISTEMA ABCFARMA DE ""A A Z"" PARA ATENDER A DEMANDA DA SECRETARIA "
"263642014",201121,2,"2014-06-09 00:00:00",1,198400,"REFORMA DA UNIDADE BASICA DE SAUDE DO MUNICIPIO ""PAULO DE SOUSA"" NA SEDE DO MUNICIPIO DE MONTADAS/PB."
"271002013",201050,8,"2013-06-28 00:00:00",2,7000,"Apresentação Artística da Banda Forró Zoar no São João 2013."
"271012013",201050,8,"2013-06-17 00:00:00",2,88000,"Contratação da Apresentação de diversos Cantores e Bandas no São João 2013."
"271022013",201050,8,"2013-06-13 00:00:00",2,14000,"Apresentação Artística de Roninho do Acordeon, no São João 2013."
"271032013",201050,8,"2013-06-05 00:00:00",2,5000,"Apresentação Artística de Edglei Miguel na Programação do São João 2013."
"271042013",201050,8,"2013-07-05 00:00:00",2,7000,"Apresentação Artística de Sandra Belê na Programação do Evento São João 2013."
"271052013",201050,8,"2013-06-03 00:00:00",2,6000,"Apresentação Artística da banda Forró Kent na Programação do Evento São João 2013."
"271062013",201050,8,"2013-06-12 00:00:00",2,79800,"Apresentação de vários Cantores no evento ""O MAIOR SÃO JOÃO DO MUNDO 2013."""
"271072013",201050,8,"2013-07-04 00:00:00",2,15000,"Apresentação Artística da Banda DDD na Programação do São João 2013."
"271082013",201050,8,"2013-09-19 00:00:00",2,10000,"Locação e Organização de Stand no 3° Festival de Turismo de João Pessoa."
"271092013",201050,8,"2013-09-26 00:00:00",2,6000,"3 (TRÊS) APRESENTAÇÕES ARTÍSTICAS DA BANDA FORROZÃO CASA DE PALHA."
"280012013",201050,6,"2013-09-06 00:00:00",2,8000,"AQUISIÇÃO DE MATERIAL PERMANENTE/EQUIPAMENTOS PARA A SECRETARIA DE OBRAS."
"280012015",603123,12,"2015-02-11 00:00:00",2,36408,"AQUISICAO DE VEICULOS AUTOMOTORES ZERO KM, PROVENIENTE DA ATA DE REGISTRO DE PRECOS N. 0.6.044.01/2014 - PREFEITURA MUNI"
"280022015",603123,12,"2015-03-09 00:00:00",2,163000,"AQUISICAO DE VEICULOS AUTOMOTORES ZERO KM, DO TIPO SPRINTER, PROVENIENTE DA ATA DE REGISTRO DE PRECOS N. 189/2014  UNIVE"
"280032014",201050,1,"2014-11-08 00:00:00",1,6904075.74,"REVITALIZACAO DA FEIRA CENTRAL  1 ETAPA  CONSTRUCAO DOS ARMAZENS, NO MUNICIPIO DE CAMPINA GRANDE, ESTADO DA PARAIBA"
"280032015",201050,1,"2015-09-17 00:00:00",1,2244078.3,"EXECUCAO DE CAPEAMENTO E RECAPEAMENTO ASFALTICO DE VIAS URBANAS DOS BAIRROS DE JARDIM PAULISTANO, CRUZEIRO, CONCEICAO E "
"280042015",603123,12,"2015-04-09 00:00:00",2,493562.5,"AQUISICAO DE COMBUSTIVEIS E DERIVADOS DE PETROLEO, PROVENIENTE DA ATA DE REGISTRO DE PRECOS N. 0.6.012-01/2015  PREFEITU"
"280052015",603123,12,"2015-07-23 00:00:00",2,409865.45,"ADESAO A ATA DO SISTEMA DE REGISTRO DE PRECOS N RP 00007/2015  PREFEITURA MUNICIPAL DE PICUI - PB, PARA AQUISICAO DE GEN"
"280062014",603123,12,"2014-08-08 00:00:00",2,62220,"AQUISICAO DE COMBUSTIVEL (GASOLINA), PROVENIENTE DA ATA DE REGISTRO DE PRECOS N 0.6.018.01/2014/PMM."
"280062015",603123,12,"2015-07-28 00:00:00",2,104000,"ADESAO A ATA DO SISTEMA DE REGISTRO DE PRECOS N 0.6.027/2015  PREFEITURA MUNICIPAL DE MONTEIRO - PB, PARA AQUISICAO DE V"
"280072014",603123,12,"2014-11-14 00:00:00",2,148900,"AQUISICAO DE ONIBUS RURAL ESCOLAR, PROVENIENTE DA ATA DE REGISTRO DE PRECOS N 21/2014, DO FUNDO NACIONAL DE DESENVOLVIME"
"280072015",603123,12,"2015-08-11 00:00:00",2,362760.5,"ADESAO A ATA DE N 0.6.26.01 DO SISTEMA DE REGISTRO DE PRECOS, PREGAO PRESENCIAL N 0.6.026/2015  PREFEITURA MUNICIPAL DE "
"280082014",603123,12,"2014-12-19 00:00:00",2,109224,"AQUISICAO DE VEICULOS AUTOMOTORES ZERO KM, PROVENIENTE DA ATA DE REGISTRO DE PRECOS N. 0.6.044.01/2014 - PREFEITURA MUNI"
"280082015",603123,12,"2015-09-01 00:00:00",2,78600,"ADESAO A ATA DE N 0.6.28.01 DO SISTEMA DE REGISTRO DE PRECOS, PREGAO PRESENCIAL N 0.6.028/2015  PREFEITURA MUNICIPAL DE "
"280092015",603123,12,"2015-10-01 00:00:00",2,79150,"ADESAO A ATA DE N 0.6.28.01 DO SISTEMA DE REGISTRO DE PRECOS, PREGAO PRESENCIAL N 0.6.028/2015  PREFEITURA MUNICIPAL DE "
"280102015",603123,12,"2015-10-28 00:00:00",2,324003.2,"ADESAO A ATA DE N 0.6.002.01 DO SISTEMA DE REGISTRO DE PRECOS N 0.6.002/2015  PREFEITURA MUNICIPAL DE MONTEIRO - PB, PAR"
"280112015",603123,12,"2015-10-20 00:00:00",2,98301,"ADESAO A ATA DE N 1.6.024.01 DO SISTEMA DE REGISTRO DE PRECOS, PREGAO PRESENCIAL N 1.6.024/2015  FUNDO MUNICIPAL DE SAUD"
"280122015",603123,12,"2015-10-20 00:00:00",2,78525,"ADESAO A ATA DE N 0.6.25.01 DO SISTEMA DE REGISTRO DE PRECOS, PREGAO PRESENCIAL N 0.6.025/2015  PREFEITURA MUNICIPAL DE "
"280132015",603123,12,"2015-10-23 00:00:00",2,328366.27,"ADESAO A ATA DE N 1.6.023.01/2015 DO SISTEMA DE REGISTRO DE PRECOS N 1.6.023/2015  FUNDO MUNICIPAL DE SAUDE DE MONTEIRO "
"280142015",603123,12,"2015-10-23 00:00:00",2,455309.58,"ADESAO A ATA DE N 0.6.034.01 DO SISTEMA DE REGISTRO DE PRECOS N 0.6.034/2015  PREFEITURA MUNICIPAL DE MONTEIRO - PB, PAR"
"280152015",603123,12,"2015-11-18 00:00:00",2,109224,"ADESAO A ATA DE N 0.6.044.01 DO SISTEMA DE REGISTRO DE PRECOS N 0.6.044/2015  PREFEITURA MUNICIPAL DE MONTEIRO - PB, PAR"
"280162015",603123,12,"2015-11-05 00:00:00",2,337995,"ADESAO A ATA DE N 3.6.6.01 DO SISTEMA DE REGISTRO DE  PRECOS N 3.6.006/2015  FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL, PARA"
"280172015",603123,12,"2015-09-30 00:00:00",2,80750,"ADESAO A ATA DE N 0.6.038.01/2015 DO SISTEMA DE REGISTRO DE PRECOS N 0.6.038/2015  PREFEITURA MUNICIPAL DE MONTEIRO, PAR"
"280182015",603123,12,"2015-12-04 00:00:00",2,71025,": ADESAO A ATA DE N 1.6.018.01 DO SISTEMA DE REGISTRO DE PRECOS, PREGAO PRESENCIAL N 1.6.018/2015  FUNDO MUNICIPAL DE SA"
"290012015",201097,13,"2015-07-06 00:00:00",2,25807.9,"AQUISICAO DE GENEROS ALIMENTICIOS DA AGRICULTURA FAMILIAR, DESTINADO AO ATENDIMENTO DO PROGRAMA NACIONAL DE ALIMENTACAO "
"290022015",603123,13,"2015-07-02 00:00:00",2,445653.34,"AQUISICAO DE GENEROS ALIMENTICIOS DA AGRICULTURA FAMILIAR E EMPREENDEDOR FAMILIAR RURAL PARA O PROGRAMA MAIS EDUCACAO DA"
"300002013",201094,8,"2014-07-01 00:00:00",2,1,"DEVOLUCAO DE RECURSOS AO MINISTERIO DAS CIDADES."
"300012013",201064,3,"2013-01-23 00:00:00",2,36000,"CONTRATAÇÃO DE SERVIÇOS ESPECIALIZADOS DE CONTABILIDADE PUBLICA, ASSESSORIA E CONSULTORIA ADMINISTRATIVA E FINANCEIRA."
"300022013",201064,3,"2013-02-01 00:00:00",2,71422.6,"AQUISIÇÃO DE MEDICAMENTOS."
"300032013",201041,11,"2013-03-27 00:00:00",2,219162.1,"AQUISICAO DE GENEROS ALIMENTICIOS PERECIVEIS E NAO PERECIVEIS, DESTINADO AO HOSPITAL, CONFORME SOLICITAÇÃO, REF. AO PREG"
"300042013",201064,3,"2013-02-01 00:00:00",2,72051.47,"AQUISIÇÃO DE MATERIAL ODONTOLOGICO."
"300052013",201064,3,"2013-03-01 00:00:00",2,75850,"FRETAMENTO DE VEICULOS."
"300062013",201064,3,"2013-04-01 00:00:00",2,48167.08,"AQUISIÇÃO DE PEÇAS PARA VEICULOS AUTOMOTIVOS."
"300072013",201064,3,"2013-06-03 00:00:00",2,11703,"AQUISIÇÃO DE GENEROS ALIMENTICIOS PARA A SECRETARIA DE SAUDE."
"300082013",201064,3,"2013-06-03 00:00:00",2,13720.8,"AQUISIÇÃO DE MATERIAL DE LIMPEZA PARA A SECRETARIA DE SAUDE."
"300092013",201064,3,"2013-06-14 00:00:00",2,52800,"SERVIÇOS DE MANUTENÇÃO CORRETIVA E PREVENTIVA COM REPOSIÇÃO DE PEÇAS DE EQUIPAMENTOS MEDICOS HOSPITALARES E LABORATOTIAI"
"300102013",201152,3,"2013-10-02 00:00:00",2,33888,"CONTRATAÇÃO DE EMPRESA PARA REALIZAÇÃO DE EXAMES LABORATORIAIS."
"300162013",601218,11,"2013-04-19 00:00:00",2,79500,"AQUISICAO DE 3 (TRES) VEICULOS ZERO QUILOMETRO, DE FABRICACAO NACIONAL, POPULAR 1. FLEX (GASOLINA/ALCOOL), BASICO."
"300352012",201025,0,"2013-03-03 00:00:00",2,602372,"Contratação de serviços especializados em consultas e exames diversos."
"308012014",601123,12,"2014-05-14 00:00:00",2,585943.4,"AQUISICAO DE GENEROS ALIMENTICIOS."
"308022014",601123,12,"2014-05-19 00:00:00",2,519550,"AQUISICAO DE CARNES DE DERIVADOS."
"308032014",601123,12,"2014-05-30 00:00:00",2,34625,"AQUISICAO DE MATERIAL GRAFICO."
"310012014",601123,3,"2014-12-12 00:00:00",2,50000,"CONTRATACAO DE EMPRESA PARA A REALIZACAO DE CURSOS PROFISSIONALIZANTES, TAIS COMO: (BOLO ARTISTICO E CUPCAKE, FORNO E FO"
"310092013",201152,3,"2013-08-24 00:00:00",2,10000,"CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DOS SERVIÇOS DE MANUTENÇÃO DE EQUIPAMENTOS MEDICOS E ODONTOLOGICOS PERTENCENTES A E"
"318652014",201211,12,"2014-07-03 00:00:00",1,1696189.89,"ADESAO ATA DE REGISTRO DE PRECO PREGAO ELETRONICO N 93/2012B/FNDE/MEC  REALIZADO PELO FNDE, TENDO COMO O OBJETO A FORMAC"
"330012013",201095,1,"2013-08-02 00:00:00",1,2014766.32,"AMPLIAÇÃO E COMPLEMENTAÇÃO DO CENTRO DE TREINAMENTO EM JPA."
"330012014",201095,1,"2014-12-12 00:00:00",1,20052767.21,"CONTRATACAO DE EMPRESA ESPECIALIZADA PARA CONSTRUCAO DE UNIDADES ESCOLARES E QUADRA POLIESPORTIVA NA CIDADE DE JOAO PESS"
"330012015",201095,2,"2015-06-03 00:00:00",2,190006.25,"CONTRATACAO DE EMPRESA ESPECIALIZADA PARA EXECUCAO DO PROJETO HUMANIZACAO E MELHORIAS DAS CONDICOES DE HABITABILIDADE DA"
"330022013",201095,3,"2013-03-22 00:00:00",2,144891.6,"CONTRAT. EMPRESA ESPECIAL. PARA EXECUÇÃO DE SERVIÇOS TOPOGRAFICOS EM AREAS URBANAS."
"330022014",201095,2,"2014-04-24 00:00:00",1,656164.22,"SELECAO DE EMPRESA PARA URBANIZACAO DAS RUAS TRANSVERSAIS DO JARDIM OCEANIA, EM JOAO PESSOA-PB"
"330022015",201095,1,"2015-07-10 00:00:00",1,3663343.26,"CONTRATACAO DE EMPRESA ESPECIALIZADA PARA EXECUCAO DA URBANIZACAO DAS CALCADAS DA ORLA DE TAMBAU/CABO BRANCO - 1 E 2 ETA"
"330032013",201095,1,"2013-11-26 00:00:00",1,4060819.65,"CONTRAT. DE EMPRESA PARA CONSTRUÇÃO DA UPA DE CRUZ DAS ARMAS."
"330032014",201095,1,"2014-10-30 00:00:00",1,1402701.67,"CONTRATACAO DE EMPRESA ESPECIALIZADA PARA EXECUCAO DE INFRAESTRUTURA NOS CONDOMINIOS VISTA VERDE I E VISTA VERDE II, NO "
"330032015",201095,1,"2015-08-03 00:00:00",1,12152578.05,"CONTRATACAO DE EMPRESA ESPECIALIZADA PARA EXECUCAO DA OBRA DE REABILITACAO DO PARQUE SOLON DE LUCENA, EM JOAO PESSOA/PB"
"330042013",201095,1,"2014-01-17 00:00:00",1,1401770.35,"REURBANIZAÇÃO DA ORLA DO CABO BRANCO - CALÇADAS EM JPA."
"330042014",201095,1,"2015-06-08 00:00:00",2,2070780.91,"CONTRATACAO DE EMPRESA ESPECIALIZADA PARA EXECUCAO DO PROJETO DE TRABALHO TECNICO SOCIAL- PTTS DO PROJETO DE INFRAESTRUT"
"330042015",201095,2,"2015-07-27 00:00:00",1,769747.25,"EXECUCAO DAS OBRAS DE RESTAURACAO DO ANTIGO HOTEL GLOBO , NO BAIRRO VARADOURO EM JOAO PESSOA - PB"
"330052013",201095,1,"2014-04-16 00:00:00",1,12053065.87,"EXEC. DA URBANIZAÇÃO DE ASSENTAMENTOS PRECARIOS NO BAIRRO DE SÃO JOSE. 1 E 2 ETAPA."
"330052014",201095,2,"2014-06-11 00:00:00",1,158100,"CONTRATACAO DE EMPRESA ESPECIALIZADA PARA EXECUCAO DE SERVICOS E ESTUDOS GEOTECNICOS EM DIVERSOS PONTOS NA CIDADE DE JOA"
"330052015",201095,1,"2015-07-31 00:00:00",1,4887952.89,"CONTRATACAO DE EMPRESA ESPECIALIZADA PARA CONSTRUCAO DE MURO DE CONTENCAO DA LAGOA DO PARQUE SOLON DE LUCENA, NA CIDADE "
"330062013",201095,1,"2014-03-10 00:00:00",1,19955822.81,"SERV. EXECUÇÃO0 DOS SERV. DE REABILITAÇAO DA LAGOA DO PARQUE SOLON LUCENA."
"330062015",201095,1,"2015-10-23 00:00:00",1,1897531.49,"CONTRATACAO DE EMPRESA ESPECIALIZADA PARA A EXECUCAO DO PROJETO DE PAVIMENTACAO E DRENAGEM DA RUA LUZINETE FORMIGA, NO B"
"330072013",201095,2,"2013-10-04 00:00:00",2,1194750,"SEL. DE EMPRESA PARA ELABORAÇÃO DE ESTUDOS, PLANOS E PROJ. PARA URBANIZAÇÃO DE ASSENTAMENTOS PRECARIOS NO VALE DO RIO SA"
"330072014",201095,2,"2014-07-18 00:00:00",1,470000,"CONTRATACAO DE EMPRESA ESPECIALIZADA PARA ELABORACAO DE PROJETO EXECUTIVO DE PAVIMENTACAO, DRENAGEM E REDUCAO/CONTENCAO "
"330072015",201095,1,"2015-10-16 00:00:00",1,4500538.36,"CONTRATACAO DE EMPRESA ESPECIALIZADA PARA CONSTRUCAO DA ESCOLA MUNICIPAL DO PARQUE DO SOL, NA CIDADE DE JOAO PESSOA/PB"
"330082014",201095,2,"2014-09-25 00:00:00",1,706295.34,"SELECAO DE EMPRESA PARA REFORMA E RECUPERACAO DAS CALCADAS NAS RUAS ELISEU CESAR E MACIEL PINHEIRO LOCALIZADO NO CENTRO "
"330082015",201095,1,"2015-12-18 00:00:00",1,3113932.71,"CONTRATACAO DE EMPRESA ESPECIALIZADA PARA EXECUCAO DE PARTE DA INFRAESTRUTURA NO CONDOMINIO NICE OLIVEIRA, NA CIDADE DE "
"330092014",201095,2,"2014-08-01 00:00:00",1,320117.36,"SELECAO DE EMPRESA PARA CONSTRUCAO DE QUADRA POLIESPORTIVA NO CENTRO DE JUVENTUDE DE MANGABEIRA, EM JOAO PESSOA-PB"
"330102013",201095,2,"2013-11-14 00:00:00",1,583035.9,"CONTRAT. DE EMPRESA PARA CONSTRUÇÃO DE GALPÃO DE TRIAGEM DE RECICLAGEM."
"330112014",201095,2,"2014-09-04 00:00:00",1,140257.37,"CONTRATACAO DE SERVICOS ESPECIALIZADOS PARA EXECUCAO DA OBRA DE PAVIMENTACAO, REDE DE ESGOTO E REDE DE AGUA DA COMUNIDAD"
"330112015",201095,1,"2016-01-27 00:00:00",1,3137821.54,"CONTRATACAO DE EMPRESA ESPECIALIZADA PARA EXECUCAO DA RESTAURACAO DO ANTIGO CONVENTINHO  CASA DAS ARTES NA CIDADE DE JOA"
"330122015",201095,1,"2016-02-01 00:00:00",1,1707204.29,"CONTRATACAO DE EMPRESA ESPECIALIZADA PARA RESTAURACAO DA ANTIGA SUPERINTENDENCIA DA ALFANDEGA E DA ANTIGA ALFANDEGA - RE"
"330142014",201095,2,"2014-10-17 00:00:00",1,666195.42,"SELECAO DE EMPRESA PARA REQUALIFICACAO DO CONDOMINIO GIRASSOL II, MANGABEIRA, EM JOAO PESSOA-PB"
"330152012",606095,1,"2012-11-14 00:00:00",1,24947084.25,"SERV. DE EMPRESA P/EXEC. DE OBRAS DE INFRA NA COMUNIDADE SATURNINO DE BRITO EM JPA."
"330172012",610095,1,"2012-10-29 00:00:00",1,3574670.4,"IMPLANTAÇÃO DE UPA."
"330182014",201095,2,"2014-10-02 00:00:00",1,727413.12,"SELECAO DE EMPRESA PARA CONSTRUCAO DO EDIFICIO CENTRO DE REFERENCIA ESPECIALIZADO PARA POPULACAO EM SITUACAO DE RUA-CENT"
"330192014",201095,2,"2014-09-25 00:00:00",1,369667.74,"SELECAO DE EMPRESA PARA A CONSTRUCAO DO EDIFICIO CENTRO DE REFERENCIA QUILOMBOLA NO BAIRRO PARATIBE, EM JOAO PESSOA-PB"
"330212014",201095,2,"2014-12-10 00:00:00",1,526075.78,"CONSTRUCAO DO ACESSO E DA CASA DO GERADOR NA CECAF(CENTRAL DE COMERCIALIZACAO DA AGRICULTURA FAMILIAR) SITUADA A AV. HIL"
"330222014",201095,2,"2015-01-20 00:00:00",1,316033.85,"CONTRATACAO DE SERVICOS ESPECIALIZADOS DE ENGENHARIA PARA CONSTRUCAO E REFORMA DE PROPRIOS PUBLICOS (CONSTRUCAO DE BANHE"
"330232014",201095,2,"2015-01-14 00:00:00",1,427667.3,"SELECAO DE EMPRESA PARA INTERVENCAO EMERGENCIAL E URBANISMO DO CONJUNTO MONTE CASSINO NA COMUNIDADE PAULO AFONSO EM JOAO"
"330252014",201095,2,"2015-02-05 00:00:00",1,322932,"CONTRATACAO DE EMPRESA ESPECIALIZADA PARA EXECUCAO DE SERVICOS TOPOGRAFICOS EM AREAS URBANAS NA CIDADE DE JOAO PESSOA  P"
"333182012",201095,1,"2013-12-18 00:00:00",1,3533986.14,"CONSTRUÇÃO DE CRECHES TIPO PADRÃO DO FNDE. LOTE 04."
"340012014",601123,8,"2014-05-07 00:00:00",2,13200,"CONTRATACAO DE SERVICOS DE ASSESSORIA E CONSULTORIA JURIDICA"
"340012015",601123,8,"2015-08-21 00:00:00",2,13200,"CONTRATACAO DE SERVICOS DE ASSESSORIA E CONSULTORIA JURIDICA."
"350012014",601123,7,"2014-08-01 00:00:00",2,10128,"LOCACAO DE IMOVEL PARA O FUNCIONAMENTO DA SECRETARIA MUNICIPAL DE ASSISTENCIA SOCIAL."
"360012014",601123,11,"2014-06-25 00:00:00",2,350400,"SISTEMA DE REGISTRO DE PRECOS PARA A AQUISICAO DE URNAS FUNERARIAS."
"360012015",601123,11,"2015-09-03 00:00:00",2,464500,"SISTEMA DE REGISTRO DE PRECO PARA AQUISICAO DE URNAS FUNERARIAS"
"360012016",601123,11,"2016-05-20 00:00:00",2,133375,"CONTRATACAO DE EMPRESA PARA PRESTACAO DE SERVICOS CONTINUADOS DE MANUTENCAO  PREVENTIVA E CORRETIVA DE VEICULOS LEVES, I"
"360022014",601123,11,"2014-09-12 00:00:00",2,33280,"SISTEMA DE REGISTRO DE PRECOS PARA A AQUISICAO DE GENEROS ALIMENTICIOS, DE FORMA PARCELADA."
"360032014",601123,11,"2014-09-11 00:00:00",2,138915.8,"SISTEMA DE REGISTRO DE PRECOS PARA A AQUISICAO DE MATERIAL DE EXPEDIENTE, DE FORMA PARCELADA."
"360032015",601123,11,"2015-10-07 00:00:00",2,240000,"SISTEMA DE REGISTRO DE PRECO PARA A AQUISICAO DE GENEROS ALIMENTICIOS ?( FARINHA DE ARROZ E FARINHA LACTA)"
"360042014",601123,11,"2014-10-14 00:00:00",2,45278,"SISTEMA DE REGISTRO DE PRECOS PARA O FORNECIMENTO DE CAFE DA MANHA, ALMOCO, JANTAR E LANCHES PARA EVENTOS."
"360052014",601123,11,"2015-10-07 00:00:00",2,71540,"SISTEMA DE REGISTRO DE PRECOS PARA A EVENTUAL AQUISICAO DE PECAS AUTOMOTIVAS, PARA A MANUTENCAO DA FROTA DA SECRETARIA M"
"360052015",601123,11,"2015-10-07 00:00:00",2,71540,"SISTEMA DE REGISTRO DE PRECOS PARA A AQUISICAO DE FARINHA DE TRIGO E OUTROS PARA PANIFICACAO."
"360062015",601123,11,"2015-10-23 00:00:00",2,337995,"SISTEMA DE REGISTRO DE PRECO PARA AQUISICAO DE FRUTAS E VERDURAS"
"371932008",301095,8,"2008-05-02 00:00:00",2,6450,"serviços de elaboraçao de projeto tecnino de subestaçao de energia"
"380012015",601123,12,"2015-04-10 00:00:00",2,115130,"AQUISICAO DE COMBUSTIVEIS E DERIVADOS DE PETROLEO, PROVENIENTE DA ATA DE REGISTRO DE PRECOS N. 0.6.012-01/2015/PREFEITUR"
"380022015",601123,12,"2015-07-23 00:00:00",2,233894.2,"AQUISICAO DE GENEROS ALIMENTICIOS PROVENIENTE DA ATA DE REGISTRO DE PRECO N. 00007/2015/PREFEITURA MUNICIPAL DE PICUI-PB"
"380032015",601123,12,"2015-09-14 00:00:00",2,384465.18,"AQUISICAO DE MATERIAL DE LIMPEZA"
"380042014",601123,12,"2014-07-04 00:00:00",2,53850,"AQUISICAO DE GAS DE COZINHA E AGUA MINERAL, PROVENIENTE DA ATA DE REGISTRO DE PRECOS N 2.6.004/2014, DO FUNDO MUNICIPAL "
"380042015",601123,12,"2015-11-05 00:00:00",2,34320,"AQUISICAO DE GAS DE COZINHA E AGUA MINERAL, PROVENIENTE DA ATA DE REGISTRO DE PRECO N 2.6.015.1/2015/SECRETARIA MUNICIPA"
"380052014",601123,12,"2014-07-11 00:00:00",2,170677.95,"AQUISICAO DE MATERIAL DE LIMPEZA, PROVENIENTE DA ATA DE REGISTRO D PRECOS N 0.6.19.01/2014,DA PREFEITURA MUNICIPAL DE MO"
"380062014",601123,12,"2014-07-15 00:00:00",2,68380,"AQUISICAO DE FRUTAS E VERDURAS, PROVENIENTE DA ATA DE REGISTRO DE PRECOS N 1.6.5.01/2014/FMS"
"380062015",601123,12,"2015-10-23 00:00:00",2,328366.27,"AQUISICAO DE MATERIAL EXPEDIENTE, PROVENIENTE DA ATA DE REGISTRO DE PRECOS N. 1.6.023.1/2015/FUNDO MUNICIPAL DE SAUDE MO"
"380072014",601123,12,"2014-08-08 00:00:00",2,31100,"AQUISICAO DE COMBUSTIVEL (GASOLINA), PROVENIENTE DA ATA DE REGISTRO DE PRECOS N 0.6.018.01/2014, PARA ATENDER AS NECESSI"
"380072015",601123,12,"2015-11-03 00:00:00",2,177636.17,"ADESAO A ATA DE REGISTRO DE PRECOS N 0.6.034/2015, AQUISICAO DE MATERIAL DE CONSTRUCAO"
"380082014",601123,12,"2014-09-11 00:00:00",2,34600,"ADESAO A ATA DE REGISTRO DE PRECOS DO PREGAO N 0.6.011/2014, PARA A AQUISICAO DE GENEROS ALIMENTICIOS, DE FORMA PARCELAD"
"380092014",201123,12,"2014-12-19 00:00:00",2,72816,"AQUISICAO DE VEICULO AUTOMOTOR ZERO KM, PROVENIENTE DA ATA DE REGISTRO DE PRECOS N. 0.6.44.01/2014/PREFEITURA MUNICIPAL "
"400002013",201178,8,"2013-07-01 00:00:00",2,0.03,"PAGAMENTO DE SERVIÇOS PRESTADOS SEM O PROCEDIMENTO LICITATORIO."
"400012013",201137,5,"2013-04-02 00:00:00",3,122600,"Alienação de (09  ) nove veículos  sendo 02 fiat ducato, 02 fiat uno miller,01 onibus, 01 microonibus, 01 S10, 01 trator"
"400022013",201152,7,"2013-06-01 00:00:00",2,29650,"AQUISIÇÃO DE GENEROS ALIMENTICIOS DA AGRICULTURA FAMILIAR DESTINADOS A MERENDA DA REDE MUNICIPAL DE ENSINO."
"400032013",201152,3,"2013-05-02 00:00:00",1,112978.18,"Contratação de Obras de Engenharia para Reforma de Escolas da Rede Municipal."
"400042013",201152,11,"2013-10-13 00:00:00",2,5940,"LOCAÇÃO DE VEICULOS C/MOTORISTA P/ O TRANSPORTE ESCOLAR DE ALUNOS RESIDEMTES NA ZONA RURAL E ADJACEMCIAS P/ A SEDE DO MU"
